scaffold.name	scaffold.length
NT_170131.1	2326
NT_170132.1	2326
NT_170134.1	2324
NT_170133.1	2324
NT_170135.1	2322
NT_170136.1	2321
NT_170137.1	2321
NT_170138.1	2317
NT_170139.1	2316
NT_170141.1	2310
NT_170142.1	2310
NT_170140.1	2310
NT_170143.1	2309
NT_170144.1	2307
NT_170145.1	2306
NT_170146.1	2305
NT_170147.1	2305
NT_170148.1	2303
NT_170149.1	2300
NT_170150.1	2299
NT_170151.1	2298
NT_170152.1	2297
NT_170154.1	2295
NT_170153.1	2295
NT_170156.1	2294
NT_170155.1	2294
NT_170157.1	2294
NT_170158.1	2293
NT_170160.1	2293
NT_170159.1	2293
NT_170162.1	2291
NT_170161.1	2291
NT_170164.1	2290
NT_170163.1	2290
NT_170166.1	2289
NT_170167.1	2289
NT_170165.1	2289
NT_170168.1	2288
NT_170169.1	2288
NT_170170.1	2286
NT_170171.1	2286
NT_170172.1	2282
NT_170175.1	2281
NT_170176.1	2281
NT_170174.1	2281
NT_170173.1	2281
NT_170177.1	2278
NT_170178.1	2278
NT_170179.1	2275
NT_170180.1	2273
NT_170181.1	2272
NT_170182.1	2269
NT_170183.1	2268
NT_170184.1	2267
NT_170185.1	2267
NT_170186.1	2264
NT_170187.1	2264
NT_170188.1	2263
NT_170189.1	2261
NT_170190.1	2260
NT_170191.1	2259
NT_170192.1	2257
NT_170193.1	2257
NT_170194.1	2253
NT_170195.1	2252
NT_170197.1	2251
NT_170196.1	2251
NT_170198.1	2249
NT_170200.1	2247
NT_170199.1	2247
NT_170201.1	2246
NT_170205.1	2246
NT_170204.1	2246
NT_170202.1	2246
NT_170203.1	2246
NT_170206.1	2244
NT_170207.1	2241
NT_170209.1	2240
NT_170208.1	2240
NT_170210.1	2239
NT_170212.1	2238
NT_170211.1	2238
NT_170213.1	2235
NT_170214.1	2235
NT_170215.1	2233
NT_170216.1	2232
NT_170217.1	2232
NT_170218.1	2229
NT_170219.1	2228
NT_170220.1	2226
NT_170221.1	2226
NT_170223.1	2225
NT_170224.1	2225
NT_170222.1	2225
NT_170225.1	2224
NT_170226.1	2223
NT_170227.1	2222
NT_170228.1	2217
NT_170229.1	2217
NT_170230.1	2217
NT_170233.1	2216
NT_170231.1	2216
NT_170232.1	2216
NT_170234.1	2211
NT_170235.1	2210
NT_170237.1	2210
NT_170236.1	2210
NT_170238.1	2209
NT_170240.1	2208
NT_170239.1	2208
NT_170241.1	2207
NT_170242.1	2207
NT_170243.1	2205
NT_170244.1	2204
NT_170246.1	2202
NT_170245.1	2202
NT_170248.1	2201
NT_170247.1	2201
NT_170249.1	2200
NT_170250.1	2198
NT_170251.1	2197
NT_170252.1	2197
NT_170253.1	2196
NT_170254.1	2196
NT_170255.1	2194
NT_170256.1	2192
NT_170257.1	2191
NT_170260.1	2190
NT_170258.1	2190
NT_170259.1	2190
NT_170263.1	2188
NT_170261.1	2188
NT_170262.1	2188
NT_170265.1	2187
NT_170264.1	2187
NT_170266.1	2186
NT_170267.1	2186
NT_170268.1	2182
NT_170269.1	2182
NT_170270.1	2182
NT_170271.1	2180
NT_170272.1	2178
NT_170273.1	2177
NT_170274.1	2176
NT_170275.1	2175
NT_170278.1	2171
NT_170276.1	2171
NT_170277.1	2171
NT_170279.1	2169
NT_170280.1	2165
NT_170281.1	2164
NT_170282.1	2164
NT_170283.1	2162
NT_170284.1	2162
NT_170285.1	2162
NT_170286.1	2159
NT_170288.1	2158
NT_170287.1	2158
NT_170289.1	2158
NT_170294.1	2157
NT_170293.1	2157
NT_170290.1	2157
NT_170292.1	2157
NT_170291.1	2157
NT_170295.1	2154
NT_170297.1	2154
NT_170296.1	2154
NT_170298.1	2153
NT_170299.1	2153
NT_170300.1	2152
NT_170301.1	2151
NT_170304.1	2148
NT_170302.1	2148
NT_170303.1	2148
NT_170305.1	2147
NT_170306.1	2147
NT_170307.1	2147
NT_170308.1	2144
NT_170309.1	2144
NT_170310.1	2143
NT_170311.1	2139
NT_170312.1	2138
NT_170313.1	2133
NT_170315.1	2132
NT_170314.1	2132
NT_170316.1	2128
NT_170319.1	2127
NT_170318.1	2127
NT_170317.1	2127
NT_170320.1	2126
NT_170322.1	2125
NT_170321.1	2125
NT_170323.1	2123
NT_170324.1	2121
NT_170325.1	2120
NT_170326.1	2119
NT_170327.1	2118
NT_170328.1	2116
NT_170329.1	2116
NT_170330.1	2115
NT_170331.1	2112
NT_170333.1	2111
NT_170332.1	2111
NT_170336.1	2108
NT_170334.1	2108
NT_170335.1	2108
NT_170337.1	2107
NT_170338.1	2106
NT_170340.1	2105
NT_170339.1	2105
NT_170341.1	2104
NT_170342.1	2103
NT_170343.1	2102
NT_170346.1	2102
NT_170344.1	2102
NT_170345.1	2102
NT_170348.1	2101
NT_170347.1	2101
NT_170349.1	2099
NT_170350.1	2095
NT_170351.1	2089
NT_170352.1	2088
NT_170353.1	2088
NT_170354.1	2088
NT_170355.1	2087
NT_170357.1	2086
NT_170356.1	2086
NT_170358.1	2083
NT_170359.1	2083
NT_170360.1	2080
NT_170361.1	2080
NT_170362.1	2078
NT_170363.1	2078
NT_170364.1	2076
NT_170365.1	2075
NT_170366.1	2075
NT_170367.1	2074
NT_170368.1	2072
NT_170369.1	2071
NT_170370.1	2070
NT_170371.1	2069
NT_170372.1	2066
NT_170375.1	2064
NT_170373.1	2064
NT_170374.1	2064
NT_170376.1	2062
NT_170377.1	2061
NT_170378.1	2059
NT_170379.1	2054
NT_170381.1	2052
NT_170380.1	2052
NT_170382.1	2050
NT_170383.1	2050
NT_170386.1	2049
NT_170384.1	2049
NT_170385.1	2049
NT_170387.1	2048
NT_170388.1	2047
NT_170389.1	2046
NT_170391.1	2045
NT_170390.1	2045
NT_170392.1	2044
NT_170395.1	2044
NT_170394.1	2044
NT_170393.1	2044
NT_170396.1	2042
NT_170397.1	2042
NT_170400.1	2041
NT_170399.1	2041
NT_170398.1	2041
NT_170401.1	2040
NT_170402.1	2039
NT_170403.1	2035
NT_170404.1	2034
NT_170407.1	2032
NT_170406.1	2032
NT_170405.1	2032
NT_170409.1	2031
NT_170410.1	2031
NT_170408.1	2031
NT_170412.1	2030
NT_170411.1	2030
NT_170413.1	2027
NT_170415.1	2026
NT_170414.1	2026
NT_170416.1	2025
NT_170418.1	2023
NT_170417.1	2023
NT_170419.1	2022
NT_170420.1	2022
NT_170421.1	2021
NT_170422.1	2021
NT_170425.1	2020
NT_170426.1	2020
NT_170424.1	2020
NT_170423.1	2020
NT_170428.1	2017
NT_170429.1	2017
NT_170430.1	2017
NT_170427.1	2017
NT_170431.1	2016
NT_170432.1	2011
NT_170434.1	2010
NT_170433.1	2010
NT_170435.1	2010
NT_170436.1	2009
NT_170437.1	2009
NT_170439.1	2007
NT_170438.1	2007
NT_170440.1	2007
NT_170442.1	2006
NT_170441.1	2006
NT_170443.1	2004
NT_170444.1	2002
NT_170445.1	2001
NT_170446.1	1998
NT_170447.1	1993
NT_170448.1	1992
NT_170449.1	1990
NT_170450.1	1989
NT_170454.1	1988
NT_170451.1	1988
NT_170452.1	1988
NT_170453.1	1988
NT_170455.1	1987
NT_170456.1	1985
NT_170457.1	1984
NT_170459.1	1983
NT_170458.1	1983
NT_170460.1	1981
NT_170461.1	1981
NT_170462.1	1981
NT_170463.1	1978
NT_170464.1	1977
NT_170465.1	1976
NT_170466.1	1976
NT_170467.1	1976
NT_170468.1	1974
NT_170470.1	1972
NT_170469.1	1972
NT_170472.1	1971
NT_170471.1	1971
NT_170473.1	1970
NT_170474.1	1969
NT_170475.1	1968
NT_170476.1	1968
NT_170478.1	1967
NT_170477.1	1967
NT_170479.1	1966
NT_170481.1	1964
NT_170480.1	1964
NT_170483.1	1962
NT_170482.1	1962
NT_170486.1	1960
NT_170485.1	1960
NT_170484.1	1960
NT_170487.1	1960
NT_170489.1	1959
NT_170488.1	1959
NT_170490.1	1959
NT_170491.1	1958
NT_170492.1	1958
NT_170493.1	1958
NT_170495.1	1957
NT_170496.1	1957
NT_170494.1	1957
NT_170497.1	1956
NT_170498.1	1956
NT_170499.1	1952
NT_170500.1	1951
NT_170501.1	1951
NT_170502.1	1950
NT_170504.1	1948
NT_170505.1	1948
NT_170503.1	1948
NT_170506.1	1948
NT_170507.1	1946
NT_170508.1	1945
NT_170510.1	1944
NT_170509.1	1944
NT_170511.1	1943
NT_170513.1	1942
NT_170514.1	1942
NT_170512.1	1942
NT_170516.1	1939
NT_170515.1	1939
NT_170517.1	1937
NT_170518.1	1935
NT_170519.1	1933
NT_170521.1	1932
NT_170520.1	1932
NT_170522.1	1931
NT_170523.1	1930
NT_170524.1	1930
NT_170526.1	1929
NT_170525.1	1929
NT_170527.1	1928
NT_170528.1	1927
NT_170529.1	1927
NT_170531.1	1922
NT_170530.1	1922
NT_170532.1	1921
NT_170534.1	1920
NT_170533.1	1920
NT_170537.1	1919
NT_170535.1	1919
NT_170536.1	1919
NT_170538.1	1918
NT_170539.1	1917
NT_170540.1	1917
NT_170541.1	1916
NT_170542.1	1915
NT_170543.1	1914
NT_170544.1	1912
NT_170545.1	1912
NT_170547.1	1908
NT_170548.1	1908
NT_170546.1	1908
NT_170549.1	1907
NT_170551.1	1906
NT_170550.1	1906
NT_170552.1	1906
NT_170554.1	1905
NT_170553.1	1905
NT_170555.1	1905
NT_170556.1	1905
NT_170557.1	1903
NT_170558.1	1903
NT_170560.1	1900
NT_170559.1	1900
NT_170561.1	1899
NT_170562.1	1898
NT_170563.1	1898
NT_170564.1	1896
NT_170566.1	1895
NT_170565.1	1895
NT_170567.1	1894
NT_170570.1	1894
NT_170568.1	1894
NT_170569.1	1894
NT_170571.1	1893
NT_170573.1	1892
NT_170574.1	1892
NT_170572.1	1892
NT_170576.1	1891
NT_170575.1	1891
NT_170578.1	1890
NT_170577.1	1890
NT_170579.1	1887
NT_170580.1	1886
NT_170581.1	1886
NT_170582.1	1885
NT_170583.1	1884
NT_170584.1	1884
NT_170585.1	1883
NT_170586.1	1883
NT_170589.1	1880
NT_170590.1	1880
NT_170587.1	1880
NT_170588.1	1880
NT_170591.1	1880
NT_170592.1	1879
NT_170593.1	1878
NT_170594.1	1877
NT_170595.1	1875
NT_170599.1	1873
NT_170600.1	1873
NT_170597.1	1873
NT_170598.1	1873
NT_170596.1	1873
NT_170603.1	1872
NT_170604.1	1872
NT_170601.1	1872
NT_170602.1	1872
NT_170605.1	1871
NT_170607.1	1870
NT_170606.1	1870
NT_170608.1	1867
NT_170610.1	1866
NT_170609.1	1866
NT_170611.1	1866
NT_170612.1	1865
NT_170613.1	1864
NT_170615.1	1862
NT_170614.1	1862
NT_170616.1	1861
NT_170619.1	1861
NT_170620.1	1861
NT_170618.1	1861
NT_170617.1	1861
NT_170621.1	1860
NT_170623.1	1860
NT_170622.1	1860
NT_170624.1	1859
NT_170625.1	1858
NT_170626.1	1858
NT_170628.1	1857
NT_170627.1	1857
NT_170630.1	1855
NT_170629.1	1855
NT_170632.1	1853
NT_170631.1	1853
NT_170633.1	1851
NT_170635.1	1849
NT_170634.1	1849
NT_170636.1	1848
NT_170637.1	1847
NT_170638.1	1847
NT_170640.1	1846
NT_170639.1	1846
NT_170642.1	1844
NT_170643.1	1844
NT_170641.1	1844
NT_170644.1	1843
NT_170647.1	1843
NT_170646.1	1843
NT_170645.1	1843
NT_170648.1	1841
NT_170649.1	1841
NT_170650.1	1841
NT_170652.1	1840
NT_170653.1	1840
NT_170651.1	1840
NT_170654.1	1839
NT_170656.1	1839
NT_170655.1	1839
NT_170657.1	1837
NT_170659.1	1834
NT_170658.1	1834
NT_170660.1	1833
NT_170661.1	1833
NT_170662.1	1833
NT_170663.1	1831
NT_170664.1	1831
NT_170665.1	1831
NT_170666.1	1829
NT_170667.1	1828
NT_170668.1	1828
NT_170670.1	1828
NT_170669.1	1828
NT_170671.1	1827
NT_170672.1	1826
NT_170673.1	1825
NT_170674.1	1824
NT_170675.1	1822
NT_170676.1	1821
NT_170678.1	1820
NT_170679.1	1820
NT_170677.1	1820
NT_170681.1	1819
NT_170680.1	1819
NT_170684.1	1818
NT_170685.1	1818
NT_170682.1	1818
NT_170683.1	1818
NT_170688.1	1816
NT_170687.1	1816
NT_170686.1	1816
NT_170690.1	1814
NT_170691.1	1814
NT_170689.1	1814
NT_170692.1	1814
NT_170693.1	1813
NT_170694.1	1813
NT_170695.1	1813
NT_170697.1	1808
NT_170696.1	1808
NT_170699.1	1807
NT_170698.1	1807
NT_170700.1	1806
NT_170702.1	1806
NT_170701.1	1806
NT_170703.1	1804
NT_170704.1	1804
NT_170705.1	1801
NT_170706.1	1801
NT_170707.1	1798
NT_170708.1	1797
NT_170709.1	1796
NT_170710.1	1796
NT_170713.1	1795
NT_170712.1	1795
NT_170711.1	1795
NT_170714.1	1794
NT_170715.1	1793
NT_170716.1	1793
NT_170717.1	1790
NT_170720.1	1789
NT_170718.1	1789
NT_170719.1	1789
NT_170722.1	1788
NT_170721.1	1788
NT_170723.1	1787
NT_170724.1	1787
NT_170725.1	1787
NT_170726.1	1786
NT_170727.1	1786
NT_170729.1	1786
NT_170728.1	1786
NT_170731.1	1785
NT_170730.1	1785
NT_170732.1	1785
NT_170734.1	1784
NT_170735.1	1784
NT_170733.1	1784
NT_170737.1	1783
NT_170738.1	1783
NT_170739.1	1783
NT_170736.1	1783
NT_170740.1	1782
NT_170741.1	1781
NT_170743.1	1780
NT_170744.1	1780
NT_170742.1	1780
NT_170747.1	1779
NT_170745.1	1779
NT_170746.1	1779
NT_170748.1	1779
NT_170749.1	1778
NT_170750.1	1777
NT_170753.1	1777
NT_170752.1	1777
NT_170751.1	1777
NT_170755.1	1776
NT_170754.1	1776
NT_170758.1	1775
NT_170757.1	1775
NT_170756.1	1775
NT_170760.1	1773
NT_170759.1	1773
NT_170761.1	1772
NT_170762.1	1772
NT_170763.1	1771
NT_170765.1	1771
NT_170764.1	1771
NT_170767.1	1770
NT_170766.1	1770
NT_170772.1	1768
NT_170768.1	1768
NT_170769.1	1768
NT_170770.1	1768
NT_170771.1	1768
NT_170773.1	1767
NT_170774.1	1767
NT_170775.1	1767
NT_170776.1	1767
NT_170777.1	1766
NT_170778.1	1765
NT_170779.1	1765
NT_170780.1	1765
NT_170781.1	1763
NT_170785.1	1763
NT_170782.1	1763
NT_170783.1	1763
NT_170784.1	1763
NT_170787.1	1762
NT_170786.1	1762
NT_170788.1	1759
NT_170789.1	1757
NT_170790.1	1757
NT_170791.1	1753
NT_170792.1	1752
NT_170793.1	1749
NT_170794.1	1748
NT_170795.1	1748
NT_170796.1	1746
NT_170798.1	1744
NT_170799.1	1744
NT_170797.1	1744
NT_170800.1	1743
NT_170801.1	1743
NT_170802.1	1742
NT_170804.1	1741
NT_170805.1	1741
NT_170803.1	1741
NT_170806.1	1740
NT_170808.1	1740
NT_170807.1	1740
NT_170809.1	1738
NT_170812.1	1738
NT_170813.1	1738
NT_170811.1	1738
NT_170810.1	1738
NT_170814.1	1737
NT_170815.1	1737
NT_170816.1	1735
NT_170818.1	1733
NT_170817.1	1733
NT_170822.1	1731
NT_170821.1	1731
NT_170820.1	1731
NT_170819.1	1731
NT_170823.1	1729
NT_170824.1	1728
NT_170826.1	1726
NT_170825.1	1726
NT_170827.1	1726
NT_170829.1	1724
NT_170828.1	1724
NT_170830.1	1724
NT_170831.1	1724
NT_170833.1	1724
NT_170832.1	1724
NT_170834.1	1722
NT_170835.1	1721
NT_170837.1	1720
NT_170836.1	1720
NT_170838.1	1720
NT_170840.1	1719
NT_170839.1	1719
NT_170841.1	1718
NT_170843.1	1717
NT_170842.1	1717
NT_170844.1	1716
NT_170846.1	1716
NT_170845.1	1716
NT_170847.1	1713
NT_170848.1	1713
NT_170849.1	1712
NT_170850.1	1712
NT_170851.1	1712
NT_170855.1	1711
NT_170852.1	1711
NT_170853.1	1711
NT_170857.1	1711
NT_170856.1	1711
NT_170854.1	1711
NT_170858.1	1710
NT_170859.1	1710
NT_170860.1	1709
NT_170861.1	1709
NT_170862.1	1706
NT_170863.1	1706
NT_170867.1	1705
NT_170866.1	1705
NT_170865.1	1705
NT_170864.1	1705
NT_170869.1	1704
NT_170868.1	1704
NT_170870.1	1704
NT_170871.1	1703
NT_170873.1	1702
NT_170872.1	1702
NT_170876.1	1702
NT_170874.1	1702
NT_170875.1	1702
NT_170878.1	1701
NT_170877.1	1701
NT_170879.1	1700
NT_170880.1	1700
NT_170881.1	1699
NT_170882.1	1698
NT_170884.1	1698
NT_170885.1	1698
NT_170883.1	1698
NT_170886.1	1697
NT_170887.1	1696
NT_170888.1	1695
NT_170889.1	1694
NT_170890.1	1694
NT_170891.1	1693
NT_170892.1	1692
NT_170893.1	1692
NT_170894.1	1691
NT_170896.1	1690
NT_170895.1	1690
NT_170899.1	1689
NT_170898.1	1689
NT_170897.1	1689
NT_170901.1	1689
NT_170900.1	1689
NT_170904.1	1688
NT_170903.1	1688
NT_170902.1	1688
NT_170905.1	1687
NT_170906.1	1686
NT_170907.1	1686
NT_170908.1	1686
NT_170911.1	1685
NT_170910.1	1685
NT_170909.1	1685
NT_170912.1	1684
NT_170914.1	1683
NT_170913.1	1683
NT_170918.1	1681
NT_170916.1	1681
NT_170917.1	1681
NT_170915.1	1681
NT_170919.1	1680
NT_170920.1	1679
NT_170921.1	1678
NT_170922.1	1677
NT_170923.1	1676
NT_170924.1	1676
NT_170925.1	1676
NT_170926.1	1675
NT_170927.1	1674
NT_170929.1	1673
NT_170932.1	1673
NT_170930.1	1673
NT_170928.1	1673
NT_170931.1	1673
NT_170933.1	1672
NT_170935.1	1671
NT_170934.1	1671
NT_170937.1	1671
NT_170936.1	1671
NT_170938.1	1670
NT_170941.1	1670
NT_170940.1	1670
NT_170939.1	1670
NT_170942.1	1669
NT_170944.1	1669
NT_170943.1	1669
NT_170945.1	1668
NT_170947.1	1667
NT_170946.1	1667
NT_170949.1	1667
NT_170948.1	1667
NT_170954.1	1666
NT_170953.1	1666
NT_170951.1	1666
NT_170952.1	1666
NT_170950.1	1666
NT_170955.1	1665
NT_170956.1	1664
NT_170957.1	1664
NT_170960.1	1663
NT_170958.1	1663
NT_170959.1	1663
NT_170961.1	1662
NT_170962.1	1661
NT_170963.1	1660
NT_170964.1	1659
NT_170965.1	1657
NT_170966.1	1656
NT_170967.1	1656
NT_170968.1	1655
NT_170971.1	1654
NT_170969.1	1654
NT_170970.1	1654
NT_170972.1	1652
NT_170974.1	1649
NT_170975.1	1649
NT_170973.1	1649
NT_170976.1	1649
NT_170982.1	1648
NT_170981.1	1648
NT_170983.1	1648
NT_170984.1	1648
NT_170977.1	1648
NT_170978.1	1648
NT_170979.1	1648
NT_170980.1	1648
NT_170985.1	1646
NT_170988.1	1644
NT_170989.1	1644
NT_170987.1	1644
NT_170990.1	1644
NT_170991.1	1644
NT_170986.1	1644
NT_170992.1	1644
NT_170996.1	1642
NT_170997.1	1642
NT_170993.1	1642
NT_170995.1	1642
NT_170994.1	1642
NT_170999.1	1641
NT_170998.1	1641
NT_171002.1	1640
NT_171003.1	1640
NT_171000.1	1640
NT_171004.1	1640
NT_171005.1	1640
NT_171006.1	1640
NT_171001.1	1640
NT_171007.1	1639
NT_171009.1	1639
NT_171008.1	1639
NT_171010.1	1639
NT_171011.1	1638
NT_171013.1	1638
NT_171012.1	1638
NT_171014.1	1638
NT_171016.1	1637
NT_171017.1	1637
NT_171018.1	1637
NT_171015.1	1637
NT_171019.1	1636
NT_171020.1	1636
NT_171023.1	1636
NT_171021.1	1636
NT_171022.1	1636
NT_171025.1	1635
NT_171027.1	1635
NT_171026.1	1635
NT_171028.1	1635
NT_171024.1	1635
NT_171029.1	1634
NT_171030.1	1634
NT_171031.1	1634
NT_171032.1	1633
NT_171037.1	1632
NT_171036.1	1632
NT_171035.1	1632
NT_171034.1	1632
NT_171033.1	1632
NT_171038.1	1631
NT_171039.1	1631
NT_171040.1	1631
NT_171041.1	1629
NT_171044.1	1628
NT_171045.1	1628
NT_171046.1	1628
NT_171042.1	1628
NT_171043.1	1628
NT_171047.1	1627
NT_171048.1	1627
NT_171049.1	1626
NT_171050.1	1626
NT_171051.1	1626
NT_171056.1	1625
NT_171055.1	1625
NT_171054.1	1625
NT_171053.1	1625
NT_171052.1	1625
NT_171058.1	1624
NT_171057.1	1624
NT_171060.1	1623
NT_171059.1	1623
NT_171062.1	1623
NT_171061.1	1623
NT_171063.1	1621
NT_171066.1	1621
NT_171067.1	1621
NT_171065.1	1621
NT_171064.1	1621
NT_171068.1	1620
NT_171070.1	1620
NT_171069.1	1620
NT_171071.1	1619
NT_171072.1	1619
NT_171074.1	1618
NT_171073.1	1618
NT_171075.1	1617
NT_171076.1	1617
NT_171077.1	1617
NT_171078.1	1616
NT_171079.1	1615
NT_171081.1	1614
NT_171082.1	1614
NT_171080.1	1614
NT_171084.1	1613
NT_171083.1	1613
NT_171085.1	1612
NT_171086.1	1611
NT_171087.1	1610
NT_171088.1	1610
NT_171093.1	1610
NT_171090.1	1610
NT_171092.1	1610
NT_171091.1	1610
NT_171089.1	1610
NT_171096.1	1609
NT_171094.1	1609
NT_171095.1	1609
NT_171097.1	1609
NT_171100.1	1608
NT_171101.1	1608
NT_171098.1	1608
NT_171099.1	1608
NT_171102.1	1607
NT_171103.1	1607
NT_171104.1	1606
NT_171105.1	1606
NT_171109.1	1605
NT_171108.1	1605
NT_171107.1	1605
NT_171106.1	1605
NT_171111.1	1603
NT_171110.1	1603
NT_171116.1	1602
NT_171113.1	1602
NT_171112.1	1602
NT_171115.1	1602
NT_171117.1	1602
NT_171114.1	1602
NT_171118.1	1601
NT_171120.1	1600
NT_171121.1	1600
NT_171122.1	1600
NT_171119.1	1600
NT_171123.1	1600
NT_171124.1	1599
NT_171125.1	1599
NT_171126.1	1598
NT_171127.1	1598
NT_171129.1	1597
NT_171128.1	1597
NT_171130.1	1597
NT_171131.1	1596
NT_171132.1	1596
NT_171133.1	1594
NT_171135.1	1593
NT_171134.1	1593
NT_171136.1	1593
NT_171137.1	1592
NT_171140.1	1592
NT_171138.1	1592
NT_171139.1	1592
NT_171142.1	1591
NT_171143.1	1591
NT_171141.1	1591
NT_171144.1	1589
NT_171145.1	1589
NT_171146.1	1589
NT_171147.1	1589
NT_171151.1	1588
NT_171148.1	1588
NT_171150.1	1588
NT_171152.1	1588
NT_171149.1	1588
NT_171153.1	1587
NT_171156.1	1586
NT_171155.1	1586
NT_171154.1	1586
NT_171157.1	1584
NT_171158.1	1583
NT_171159.1	1582
NT_171160.1	1581
NT_171161.1	1580
NT_171166.1	1579
NT_171163.1	1579
NT_171164.1	1579
NT_171162.1	1579
NT_171165.1	1579
NT_171167.1	1578
NT_171168.1	1577
NT_171169.1	1577
NT_171170.1	1576
NT_171171.1	1575
NT_171172.1	1574
NT_171173.1	1574
NT_171174.1	1573
NT_171175.1	1573
NT_171176.1	1573
NT_171177.1	1573
NT_171179.1	1572
NT_171180.1	1572
NT_171181.1	1572
NT_171178.1	1572
NT_171182.1	1570
NT_171183.1	1570
NT_171184.1	1569
NT_171186.1	1569
NT_171187.1	1569
NT_171185.1	1569
NT_171188.1	1568
NT_171191.1	1567
NT_171189.1	1567
NT_171190.1	1567
NT_171194.1	1566
NT_171192.1	1566
NT_171195.1	1566
NT_171193.1	1566
NT_171198.1	1565
NT_171197.1	1565
NT_171196.1	1565
NT_171202.1	1564
NT_171201.1	1564
NT_171199.1	1564
NT_171200.1	1564
NT_171204.1	1563
NT_171203.1	1563
NT_171205.1	1562
NT_171207.1	1561
NT_171208.1	1561
NT_171209.1	1561
NT_171206.1	1561
NT_171210.1	1560
NT_171211.1	1560
NT_171213.1	1559
NT_171215.1	1559
NT_171212.1	1559
NT_171214.1	1559
NT_171216.1	1558
NT_171219.1	1557
NT_171218.1	1557
NT_171217.1	1557
NT_171222.1	1555
NT_171221.1	1555
NT_171220.1	1555
NT_171226.1	1554
NT_171227.1	1554
NT_171224.1	1554
NT_171223.1	1554
NT_171225.1	1554
NT_171229.1	1552
NT_171228.1	1552
NT_171231.1	1551
NT_171230.1	1551
NT_171235.1	1550
NT_171237.1	1550
NT_171234.1	1550
NT_171233.1	1550
NT_171232.1	1550
NT_171238.1	1550
NT_171236.1	1550
NT_171239.1	1550
NT_171240.1	1549
NT_171241.1	1549
NT_171242.1	1548
NT_171243.1	1548
NT_171244.1	1547
NT_171245.1	1546
NT_171247.1	1546
NT_171249.1	1546
NT_171246.1	1546
NT_171248.1	1546
NT_171252.1	1545
NT_171251.1	1545
NT_171250.1	1545
NT_171253.1	1544
NT_171255.1	1544
NT_171254.1	1544
NT_171256.1	1544
NT_171257.1	1542
NT_171259.1	1541
NT_171258.1	1541
NT_171260.1	1541
NT_171261.1	1541
NT_171262.1	1541
NT_171263.1	1540
NT_171264.1	1540
NT_171265.1	1539
NT_171268.1	1538
NT_171266.1	1538
NT_171267.1	1538
NT_171269.1	1537
NT_171270.1	1537
NT_171271.1	1537
NT_171272.1	1536
NT_171273.1	1536
NT_171276.1	1535
NT_171279.1	1535
NT_171278.1	1535
NT_171274.1	1535
NT_171277.1	1535
NT_171275.1	1535
NT_171283.1	1534
NT_171282.1	1534
NT_171281.1	1534
NT_171280.1	1534
NT_171285.1	1533
NT_171284.1	1533
NT_171287.1	1532
NT_171286.1	1532
NT_171288.1	1531
NT_171289.1	1530
NT_171290.1	1528
NT_171293.1	1527
NT_171292.1	1527
NT_171291.1	1527
NT_171294.1	1527
NT_171295.1	1526
NT_171298.1	1525
NT_171299.1	1525
NT_171297.1	1525
NT_171300.1	1525
NT_171296.1	1525
NT_171301.1	1524
NT_171303.1	1523
NT_171302.1	1523
NT_171304.1	1522
NT_171305.1	1521
NT_171306.1	1521
NT_171307.1	1519
NT_171308.1	1518
NT_171310.1	1518
NT_171309.1	1518
NT_171311.1	1516
NT_171312.1	1515
NT_171313.1	1514
NT_171315.1	1513
NT_171314.1	1513
NT_171318.1	1513
NT_171317.1	1513
NT_171316.1	1513
NT_171320.1	1512
NT_171319.1	1512
NT_171321.1	1512
NT_171323.1	1510
NT_171322.1	1510
NT_171324.1	1509
NT_171329.1	1508
NT_171328.1	1508
NT_171326.1	1508
NT_171325.1	1508
NT_171327.1	1508
NT_171330.1	1507
NT_171331.1	1506
NT_171333.1	1506
NT_171332.1	1506
NT_171334.1	1506
NT_171336.1	1505
NT_171335.1	1505
NT_171337.1	1504
NT_171339.1	1504
NT_171338.1	1504
NT_171340.1	1503
NT_171342.1	1502
NT_171345.1	1502
NT_171344.1	1502
NT_171341.1	1502
NT_171343.1	1502
NT_171348.1	1501
NT_171347.1	1501
NT_171346.1	1501
NT_171351.1	1500
NT_171349.1	1500
NT_171350.1	1500
NT_171352.1	1500
NT_171356.1	1499
NT_171355.1	1499
NT_171357.1	1499
NT_171354.1	1499
NT_171353.1	1499
NT_171360.1	1498
NT_171358.1	1498
NT_171359.1	1498
NT_171362.1	1497
NT_171363.1	1497
NT_171364.1	1497
NT_171361.1	1497
NT_171365.1	1496
NT_171368.1	1495
NT_171367.1	1495
NT_171366.1	1495
NT_171369.1	1494
NT_171371.1	1493
NT_171370.1	1493
NT_171375.1	1492
NT_171374.1	1492
NT_171373.1	1492
NT_171372.1	1492
NT_171376.1	1491
NT_171377.1	1490
NT_171378.1	1490
NT_171379.1	1489
NT_171380.1	1488
NT_171382.1	1487
NT_171383.1	1487
NT_171384.1	1487
NT_171385.1	1487
NT_171381.1	1487
NT_171387.1	1486
NT_171386.1	1486
NT_171390.1	1485
NT_171388.1	1485
NT_171389.1	1485
NT_171396.1	1483
NT_171391.1	1483
NT_171392.1	1483
NT_171393.1	1483
NT_171394.1	1483
NT_171395.1	1483
NT_171397.1	1482
NT_171398.1	1482
NT_171399.1	1482
NT_171400.1	1482
NT_171403.1	1481
